Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2021-08-19,gZ8cNc5CR4,WoEeZr6Uwx,5O0LTEGy6L,Single Arm Lat Pulldown,10,27.215574566138386,fake_id_362
2021-06-17,XOGketDTw9,nNMm3ywt6H,NHg5hRY1CX,Pike Push Up,9,0.0,fake_id_351
2021-08-21,G3tB8JlbRY,243X43p1XP,vhiBjWbGBL,Seated Leg Curl,10,61.235042773811365,fake_id_352
2021-02-20,tOLb3AOvzH,3GvUTFN8up,7DaGZnsQeG,Calf Raise,15,10.0,fake_id_351
2021-03-14,BAExZcVCho,uHBREgyju0,3OYEl9E2A3,Step Up,5,0.0,fake_id_373
2021-03-24,u5logAxoFM,xPS7RzoOGm,3p0VlJYiej,Bent Over Barbell Row,10,65.77097186816776,fake_id_331
2021-04-05,ddPzE89k2B,djuvlRHUvb,6smJ3LCDw4,Dumbbell Rear Delt Raise,13,6.8038936415345965,fake_id_391
2021-05-24,YFLlCoChZc,otjt26R0oL,jhkSKZAK4g,Barbell Shoulder Press,10,52.16318458509857,fake_id_379
2021-06-28,TspkKXjxiq,BTmBzxhAmZ,L0hCFGkSFD,Dumbbell Pullover,10,4.0,fake_id_337
2021-05-18,64tPzY7rzp,UQBXLgsfXN,uSHgH3GAl0,Dumbbell Shrug,11,11.339822735890994,fake_id_348
2021-05-06,3arnSDvCa5,UQBXLgsfXN,aXeP1Lur2I,Dumbbell Shrug,12,29.483539113316585,fake_id_343
2021-10-18,N1clMHrlXz,wNarovWdLy,CAPfx4zZ05,Cable Crunch,10,40.0,fake_id_392
2021-11-10,BgtQx9QZcx,58REE5sJU1,AmBRvr7oHX,Russian Twist,15,0.0,fake_id_343
2021-04-18,kvFzcPbxVS,s5tzCNPRXw,JPEoMQ9sce,Lunge Jump,4,0.0,fake_id_344
2021-04-06,Dtq6oP25Ks,zJlvUiMLou,UNHVknf141,Barbell Incline Bench Press,6,18.14371637742559,fake_id_357
2021-10-06,cucKC0TDGC,G1mxtZtEs5,jN5rG0gTvV,Back Squat,5,129.27397918915733,fake_id_379
2021-02-28,orqUuACHYN,PK3FADlv5b,ZzslwSb5mk,Floor Press,12,52.16318458509857,fake_id_353
2021-07-26,LlNUZ8NYZM,9ykyHFs36M,X5xnLtYvkc,Clean,7,29.483539113316585,fake_id_364
2021-04-29,BaqqAJExlB,dFycDkJyHe,7a8Te7fbrw,Dumbbell Shoulder Raise,20,4.535929094356398,fake_id_334
2021-08-31,ncGPO8pTrb,QFhUumXlvb,ee75CHeW78,Reverse Grip Barbell Bent Over Row,7,14.0,fake_id_387
2021-07-26,KnEd66IUxd,EAjKaB5zWy,TAmx4gvxPT,Dumbbell Kickbacks,20,2.267964547178199,fake_id_354
2021-08-06,1kIHz5MNSB,s5tzCNPRXw,In8pviWjGt,Lunge Jump,8,0.0,fake_id_340
2021-02-22,YNocVgl6Hq,otjt26R0oL,4hV7EnwmY2,Barbell Shoulder Press,8,52.16318458509857,fake_id_379
2021-02-02,H08W2dqzDJ,G1mxtZtEs5,p5ELIzl85b,Back Squat,10,52.16318458509857,fake_id_347
2021-01-17,CFI5vHtEpE,UThEK7cf4f,epYcTqhdGV,Machine Fly,6,52.16318458509857,fake_id_383
2021-02-24,kL1QJCWCEf,DhkjvJNsNR,PmI1eaMAOb,Sit Up,11,0.0,fake_id_339
2021-04-25,Ev0yKkonvl,AF7Qq7XK2r,HeFgUGJVFV,Air Squats,18,0.0,fake_id_388
2021-01-15,Qd6N45jvuT,qfkBJ4A5eQ,KQqYEodw4i,Dead Bug,8,0.0,fake_id_352
2021-02-20,g52HukigpI,BTmBzxhAmZ,jQDsQ03xjc,Dumbbell Pullover,11,11.339822735890994,fake_id_333
2021-09-22,u0zpTwaY0L,erjFOF21dc,AXR0hcA3bp,Reverse Barbell Curl,12,9.071858188712795,fake_id_385
2021-07-19,Z2446mlY1V,djuvlRHUvb,pzkzBfUlqJ,Dumbbell Rear Delt Raise,13,3.4019468207672983,fake_id_357
2021-06-14,cN2T5zrios,9VAkz3bNl4,hbjAxvyYuz,Decline Push Up,8,0.0,fake_id_352
2021-02-23,XgyrQtBq7v,1mSqEHZVVv,lRFi6ZeADn,Machine Reverse Fly,10,4.0,fake_id_337
2021-10-15,isN8n5x2g3,wNarovWdLy,Jh1FZzlEVf,Cable Crunch,12,35.0,fake_id_392
2021-06-15,qcDrH4nqqQ,06kzIMnTzR,RldankkVLj,Oblique Crunch,8,0.0,fake_id_389
2021-09-16,p4Mz1AvIXk,UQBXLgsfXN,huy7508QDC,Dumbbell Shrug,20,22.67964547178199,fake_id_390
2021-05-05,IdfM80hmbB,ACSgVaipTW,FYh1fLdTxQ,Dumbbell Squeeze Press,15,6.8038936415345965,fake_id_348
2021-11-04,HdFTFdDP2H,erjFOF21dc,ViypVIIZo3,Reverse Barbell Curl,8,13.607787283069193,fake_id_358
2021-04-05,3gtGRSlogl,wNarovWdLy,n5PAmHYSgi,Cable Crunch,15,17.00973410383649,fake_id_357
2021-05-05,TkPA9DFJRh,7wof3tzAVY,4OzPWjH4QF,Smith Machine Stiff-Legged Deadlift,8,61.235042773811365,fake_id_353
2021-05-19,GcKoiLDPaC,k3yxx2a6oz,od56RX5DaD,Seated Machine Calf Press,8,61.235042773811365,fake_id_342
2021-05-14,WsXMfcRKka,UQBXLgsfXN,brxHuAGTAC,Dumbbell Shrug,10,4.0,fake_id_337
2021-09-02,7620pWpnj2,k4ivWt2zuv,f9hy7h6Diw,Barbell Glute Bridge,15,54.43114913227677,fake_id_363
2021-03-02,0kTxH2OKhZ,uHBREgyju0,a6JAPuF8tf,Step Up,12,0.0,fake_id_333
2021-01-23,vG6eNnehmu,AF7Qq7XK2r,GEyIVOSgJY,Air Squats,12,0.0,fake_id_330
2021-04-01,Xs6VbcTzly,58REE5sJU1,W9VAbuWA3v,Russian Twist,15,0.0,fake_id_367
2021-03-03,mX6GwjJZEe,wNarovWdLy,kPtBtj4YK0,Cable Crunch,10,23.813627745371086,fake_id_357
2021-01-13,ULNrafazy3,dFycDkJyHe,QfbuQRPklY,Dumbbell Shoulder Raise,5,2.267964547178199,fake_id_332
2021-03-05,L6Hnf55y4T,y2Gg0PEzd8,fIAIMRg8pg,Preacher Curl,12,18.14371637742559,fake_id_335
2021-02-11,gjJXN658SD,aIzmfLklht,om4UbOO8ai,Dumbbell Step Up,13,7.0,fake_id_351
2021-06-09,S2ZkQXjiGC,olwH9a4pKv,maQhZf4eFY,Knee Raise,100,0.0,fake_id_337
2021-05-23,ABhvI8dnP3,G1mxtZtEs5,nisTOLVs6k,Back Squat,8,61.235042773811365,fake_id_394
2021-02-23,TTQvdcgozU,ewEcdHovom,g5fllrfZq1,Hanging Leg Raise,15,0.0,fake_id_342
2021-06-01,AsapCtoxaI,6wga8VycHO,YkujVmslGD,Clean Deadlift,5,80.0,fake_id_351
2021-07-18,kmtm9F5EP3,ACSgVaipTW,xaDMhRMr5r,Dumbbell Squeeze Press,15,7.0,fake_id_344
2021-06-21,N3EZI42YRa,olwH9a4pKv,dVD1aBmqJP,Knee Raise,100,0.0,fake_id_337
2021-11-12,PwCBv47Qfs,HpJxPvuCBP,wNk4yhjjSn,Dumbbell Clean,9,13.607787283069193,fake_id_336
2021-09-22,jeqgHdIYdH,WoEeZr6Uwx,7hb3UIixuG,Single Arm Lat Pulldown,10,40.82336184920758,fake_id_343
2021-08-30,QoeeN16c9O,xPS7RzoOGm,0YHsJvCLCo,Bent Over Barbell Row,10,27.215574566138386,fake_id_385
2021-03-29,Zj6AE5hJUM,243X43p1XP,44MHn12Tcb,Seated Leg Curl,12,40.82336184920758,fake_id_338
2021-02-28,FfJl5tNpvV,G1mxtZtEs5,BaZocPCB3D,Back Squat,1,129.27397918915733,fake_id_342
2021-06-01,QyMUJYrTrl,KVt5QRq9Hx,xbfsp86FpQ,Side Laterals to Front Raise,8,11.339822735890994,fake_id_342
2021-06-17,agtEEl9F1R,dFycDkJyHe,anqkME8a7k,Dumbbell Shoulder Raise,8,9.071858188712795,fake_id_383
2021-05-03,AqF3GFojKL,dFycDkJyHe,cW8zGC6lvS,Dumbbell Shoulder Raise,14,5.669911367945497,fake_id_333
2021-10-04,D6j6pjMs7M,otjt26R0oL,6P7uMFIo3q,Barbell Shoulder Press,3,24.947610018960187,fake_id_371
2021-06-19,HMVMTeKIAv,otjt26R0oL,4XHEMTxrs0,Barbell Shoulder Press,8,43.091326396385774,fake_id_331
2021-05-13,lA0HjVTRlL,k3yxx2a6oz,TSLx4lDBOd,Seated Machine Calf Press,6,49.895220037920375,fake_id_383
2021-05-13,HRXvmLfHLT,BTmBzxhAmZ,py4HhGUPoq,Dumbbell Pullover,10,4.0,fake_id_337
2021-07-01,uvBAD2iokd,G1mxtZtEs5,EN4kdwkxva,Back Squat,10,61.235042773811365,fake_id_353
2021-11-15,1yUa0kvWyv,Yw1aA3soIp,F9HRoWaHn3,Dumbbell Sumo Squat,15,6.8038936415345965,fake_id_361
2021-09-15,40UFJAYGwi,k3yxx2a6oz,fcfVcae9dL,Seated Machine Calf Press,15,40.82336184920758,fake_id_385
2021-05-10,ncfqxvo3k2,243X43p1XP,mCjo0DAe3D,Seated Leg Curl,6,30.0,fake_id_392
2021-07-05,9dFTHbCbAv,UQBXLgsfXN,W3Qnqf4Iqy,Dumbbell Shrug,10,31.75150366049478,fake_id_343
2021-03-19,7meeI0ffNJ,243X43p1XP,CChclMUnS5,Seated Leg Curl,6,58.96707822663317,fake_id_394
2021-06-05,Gf0oiSglSs,DdtF1OFcuQ,ueMmoYPgoK,Tricep Push Up,7,0.0,fake_id_374
2021-03-03,Z5kuIJOnTz,163u4e1Em9,NklQORpcQB,Hammerstrength Shrug,8,65.77097186816776,fake_id_342
2021-10-06,ondr05MaB4,4IMiKZHvCG,nEOfWOACM0,Shotgun Row,15,22.67964547178199,fake_id_390
2021-08-03,JIsg5dUUd8,G1mxtZtEs5,rR9ldQPRPu,Back Squat,5,124.73805009480093,fake_id_335
2021-01-13,dgb0DjHb7G,AF7Qq7XK2r,9VwOoYPz6P,Air Squats,18,0.0,fake_id_388
2021-04-27,CIEuG3P4jI,DhkjvJNsNR,VyJPypNK7b,Sit Up,8,0.0,fake_id_387
2021-07-06,2T2bHnER6N,N6zu9IJNBz,DCoxvEFXWq,Leg Raise,10,0.0,fake_id_396
2021-01-13,INZZCHIgbq,G1mxtZtEs5,ad76KrbMWC,Back Squat,2,147.41769556658292,fake_id_379
2021-10-29,IJAyQARBXZ,06kzIMnTzR,Z9JVnnNg9e,Oblique Crunch,12,0.0,fake_id_355
2021-02-27,ZuA2W7np6h,N6zu9IJNBz,eGVUoivBCF,Leg Raise,13,0.0,fake_id_330
2021-08-02,JUTTqxHbtI,N6zu9IJNBz,RjxOtgj4r7,Leg Raise,15,4.535929094356398,fake_id_375
2021-07-06,rwgLCXmdlx,EAjKaB5zWy,eyMZoG3e4i,Dumbbell Kickbacks,10,3.4019468207672983,fake_id_354
2021-05-17,FydepRK6W1,zJlvUiMLou,ukFXys8GDZ,Barbell Incline Bench Press,1,88.45061733994974,fake_id_342
2021-03-08,GJXxzG60pW,k4ivWt2zuv,E6BUkK3zFS,Barbell Glute Bridge,11,61.235042773811365,fake_id_367
2021-03-31,t1JlEeSBKH,oDI8CKhqJi,LWyrVpVmL9,Single Arm Preacher Curl,10,11.339822735890994,fake_id_331
2021-09-19,UGlxtKBB3d,58REE5sJU1,wBji2fIVi8,Russian Twist,15,3.628743275485118,fake_id_330
2021-06-24,367hRYKlwf,Yw1aA3soIp,umu0mUnIql,Dumbbell Sumo Squat,11,9.071858188712795,fake_id_361
2021-04-17,Szu0JxWFgx,DdtF1OFcuQ,wcFMoVg1Gl,Tricep Push Up,12,0.0,fake_id_368
2021-09-29,EmEsKsCnlf,WoEeZr6Uwx,Rhh1cDzXzz,Single Arm Lat Pulldown,10,45.35929094356398,fake_id_343
2021-06-23,7lFFbMJr4i,243X43p1XP,XDrVEVV4SV,Seated Leg Curl,15,45.35929094356398,fake_id_383
2021-02-01,4a0ysp0rwx,9VAkz3bNl4,02FMC08sF1,Decline Push Up,12,0.0,fake_id_370
2021-06-07,9c4r6pFQXm,olwH9a4pKv,6TEhGrggMB,Knee Raise,5,0.0,fake_id_352
2021-10-26,PnLjO27zsR,G1mxtZtEs5,mLkMqFz3ed,Back Squat,8,70.30690096252415,fake_id_383
2021-04-25,cpSYT8Gs7s,3GvUTFN8up,4EoCjRzhkf,Calf Raise,31,0.0,fake_id_334
2021-02-15,RkjhzVv3Dc,r4bOO0fDTv,8vUJI7VJx8,Plank,0,0.0,fake_id_344
2021-07-26,4piX2kOrFx,k4ivWt2zuv,EaD5EpQve8,Barbell Glute Bridge,12,27.215574566138386,fake_id_355
2021-08-11,AbjjHgADBC,uHBREgyju0,0DkMH3GLeB,Step Up,10,0.0,fake_id_398
2021-07-22,MTzQCiRsGS,9VAkz3bNl4,DibEOMb0Un,Decline Push Up,10,0.0,fake_id_373
2021-01-18,17EleBDDI2,erjFOF21dc,iwOPWHEsEN,Reverse Barbell Curl,12,18.14371637742559,fake_id_353
2021-07-07,nyZVIs8fBq,G1mxtZtEs5,Pqsarxg4RG,Back Squat,5,95.25451098148434,fake_id_331
2021-07-24,ryFWpN6yyz,G1mxtZtEs5,g1WvITYhpZ,Back Squat,10,24.947610018960187,fake_id_389
2021-06-12,VBBWowayBx,3GvUTFN8up,uVBez3VlNc,Calf Raise,9,0.0,fake_id_332
2021-03-26,s13wkryzZ5,G1mxtZtEs5,MAwcgTJSB8,Back Squat,4,91.62576770599922,fake_id_334
2021-05-23,mJsJCWhubi,djuvlRHUvb,ItEOqElgIy,Dumbbell Rear Delt Raise,5,5.443114913227677,fake_id_361
2021-01-13,4HLHygFV4h,HpJxPvuCBP,VEdABMTSKH,Dumbbell Clean,11,13.607787283069193,fake_id_372
2021-05-04,IEEOaf1gDi,DdtF1OFcuQ,r5wpuDN1jE,Tricep Push Up,8,0.0,fake_id_343
2021-01-26,yqJD2jMcrL,N6zu9IJNBz,x69NEPnHjr,Leg Raise,10,5.669911367945497,fake_id_365
2021-01-20,h0jT3kQUfT,fxXbcxfkLt,c4nnFkzrSo,Exercise Ball Crunch,12,0.0,fake_id_372
2021-11-05,ZR1dKpkKhd,AOQBAQ8rXC,2w7yQhwHYw,Pendlay Row,12,55.33833495114805,fake_id_334
2021-06-02,EMr4jJS6t9,243X43p1XP,LFfgBhqF3j,Seated Leg Curl,10,52.16318458509857,fake_id_394
2021-10-11,Ew5TkZ4pBu,G1mxtZtEs5,0KdCPLQAtg,Back Squat,10,61.235042773811365,fake_id_401
2021-05-07,VwxJNY3bwu,so3n0BqhED,DE1mBRfTBB,Smith Machine Calf Raise,10,83.91468824559335,fake_id_367
2021-06-15,pCPkxErKxG,KVt5QRq9Hx,6qPO8RqLMc,Side Laterals to Front Raise,13,2.267964547178199,fake_id_357
2021-03-17,AYLGiErOyI,UQBXLgsfXN,HbeIaQEBCD,Dumbbell Shrug,10,4.0,fake_id_337
2021-01-05,EkMQbaNwBx,9zYC4cN1jr,D74ER2GPNz,Handle Band Squat to Press,8,0.0,fake_id_345
2021-09-01,69yg5YqyWR,r4bOO0fDTv,qEsCzqEZAI,Plank,0,0.0,fake_id_343
2021-09-10,qkAo63bpks,r4bOO0fDTv,h3qnwto5OY,Plank,0,0.0,fake_id_372
2021-01-12,8mcEt4cuMD,dFycDkJyHe,A4OfOe1ajs,Dumbbell Shoulder Raise,3,6.8038936415345965,fake_id_338
2021-08-16,2YFlQnEVOe,nNMm3ywt6H,2PmO1RoRCl,Pike Push Up,8,0.0,fake_id_364
2021-05-03,AqF3GFojKL,j9nla5kTfn,BnX8HzkIGW,Kettlebell Hang Clean,10,9.071858188712795,fake_id_333
2021-11-03,rh0bhjh37u,DdtF1OFcuQ,2X2TLqeOAX,Tricep Push Up,25,0.0,fake_id_358
2021-04-25,cpSYT8Gs7s,3GvUTFN8up,V1b4V8YoOH,Calf Raise,31,0.0,fake_id_334
2021-10-03,2didrq1skx,9VAkz3bNl4,EytfiF0hfz,Decline Push Up,10,0.0,fake_id_352
2021-10-01,KW0uUoCFAh,4IMiKZHvCG,4GdZdiZGWW,Shotgun Row,8,15.87575183024739,fake_id_376
2021-10-20,xKzZj0urjG,QFhUumXlvb,pBd6Rr65rr,Reverse Grip Barbell Bent Over Row,12,22.67964547178199,fake_id_355
2021-11-14,Hb0R73qY6X,wNImc4b4MY,9jC3i5ohhm,Leg Curl,15,45.35929094356398,fake_id_397
2021-05-19,tDlPd0DRDS,otjt26R0oL,buiSwjhqS6,Barbell Shoulder Press,5,38.55539730202938,fake_id_352
2021-06-28,aWQ8WWkGJi,ACSgVaipTW,t1Qf204opJ,Dumbbell Squeeze Press,14,15.87575183024739,fake_id_331
2021-03-02,D0bKKCtf5F,9VAkz3bNl4,pXP0lAZTFF,Decline Push Up,10,0.0,fake_id_346
2021-06-28,sd0cegwPwh,k3yxx2a6oz,mQqVtA9AvF,Seated Machine Calf Press,10,15.87575183024739,fake_id_352
2021-06-20,J2EQxu6KvC,9VAkz3bNl4,l7vC7cQUH0,Decline Push Up,16,0.0,fake_id_334
2021-06-24,BVZiHGLqx4,G1mxtZtEs5,JlQQZB8E9F,Back Squat,8,115.66619190608813,fake_id_390
2021-02-07,TEOHXIrzjK,qfkBJ4A5eQ,mNaySewplk,Dead Bug,9,0.0,fake_id_372
2021-03-18,X1vFpElFY8,djuvlRHUvb,jVKc50i42I,Dumbbell Rear Delt Raise,12,11.339822735890994,fake_id_368
2021-03-15,5iVNYHMSWe,9VAkz3bNl4,Sv4QAcqMuV,Decline Push Up,12,0.0,fake_id_370
2021-03-20,JtyLAXppH0,dFycDkJyHe,T5DmcCUU4C,Dumbbell Shoulder Raise,16,5.669911367945497,fake_id_334
2021-01-10,OOta3YXlam,G1mxtZtEs5,gokolwBghp,Back Squat,5,61.235042773811365,fake_id_383
2021-07-16,wQgy8lIahD,243X43p1XP,sKAGvXRhPo,Seated Leg Curl,12,68.03893641534596,fake_id_352
2021-06-21,O1aOlkQ0R5,163u4e1Em9,Lh2HJUoS2X,Hammerstrength Shrug,10,52.16318458509857,fake_id_343
2021-10-14,LaZzPYPhQM,KVt5QRq9Hx,SbckBeNqHt,Side Laterals to Front Raise,12,4.0,fake_id_392
2021-06-28,lxkQTeum1J,HpJxPvuCBP,y2gsHzBtTA,Dumbbell Clean,6,13.607787283069193,fake_id_368
2021-04-07,MVanbHIGj1,QFhUumXlvb,FY6e5hPbQC,Reverse Grip Barbell Bent Over Row,8,61.235042773811365,fake_id_335
2021-06-28,X1PkXU2llR,C4tOdXyE0R,J56ClMn9kt,Cable Hip Abduction,12,15.87575183024739,fake_id_376
2021-09-02,yjEj6xFZDW,dFycDkJyHe,d1ZSsVfCMt,Dumbbell Shoulder Raise,15,6.8038936415345965,fake_id_364
2021-01-20,MX46FzNX0G,1sQqqUqJyp,G9kUf2dVk0,Frog Pump,20,0.0,fake_id_382
2021-11-02,oqLFiZzo02,xPS7RzoOGm,ZKs6bBpAsB,Bent Over Barbell Row,12,59.87426404550445,fake_id_334
2021-07-22,UCAkI2uW5T,gALxFFZcI4,e3DKrXzpDr,Dumbbell Decline Bench Press,16,17.735482758933514,fake_id_334
2021-06-08,GeksEHFOif,DdtF1OFcuQ,XDIHOFYdYf,Tricep Push Up,25,0.0,fake_id_360
2021-11-11,YMljWAlWp5,1mSqEHZVVv,9JMt0QFGdG,Machine Reverse Fly,8,70.0,fake_id_344
2021-08-28,W6VghaDlJ3,y2Gg0PEzd8,m5QFb7IYjb,Preacher Curl,16,22.67964547178199,fake_id_364
2021-08-23,0sncl5UX9u,BTmBzxhAmZ,JsvGAYVbOR,Dumbbell Pullover,10,18.14371637742559,fake_id_385
2021-09-27,ivkHx3Z8mq,qfkBJ4A5eQ,AqlsAPecvx,Dead Bug,10,0.0,fake_id_355
2021-02-01,OCgHWiqEUT,ACSgVaipTW,UEgujHgXuh,Dumbbell Squeeze Press,10,4.0,fake_id_337
2021-03-17,VAuAcRYvmP,otjt26R0oL,PGlaJFsnFt,Barbell Shoulder Press,5,30.0,fake_id_352
2021-03-29,JMUQSnHL4e,EAjKaB5zWy,zbfFzPNxHx,Dumbbell Kickbacks,13,8.0,fake_id_349
2021-03-13,oskegncGCT,WoEeZr6Uwx,wp90lMCoxi,Single Arm Lat Pulldown,8,24.947610018960187,fake_id_343
2021-03-05,TW8ChQ4Ocg,y2Gg0PEzd8,1yis0SciSk,Preacher Curl,8,24.947610018960187,fake_id_383
2021-05-26,Cz1AntC49p,djuvlRHUvb,Nut1VxK9hr,Dumbbell Rear Delt Raise,12,7.937875915123695,fake_id_370
2021-07-22,MTzQCiRsGS,9VAkz3bNl4,9jsQA5LQ1z,Decline Push Up,10,0.0,fake_id_373
2021-05-17,RPIQ4GkSf6,EAjKaB5zWy,WPWlPH3Pl2,Dumbbell Kickbacks,10,8.0,fake_id_344
2021-08-02,3hUSRkSe7q,otjt26R0oL,CH5TLCJxln,Barbell Shoulder Press,10,52.16318458509857,fake_id_379
2021-07-20,bvx2Y2vCCF,erjFOF21dc,ydcOVPCwze,Reverse Barbell Curl,8,24.947610018960187,fake_id_372
2021-09-18,lgAuDwSdwX,3GvUTFN8up,6iv312W3W6,Calf Raise,27,0.0,fake_id_334
2021-04-09,c65vgc6iGQ,9VAkz3bNl4,1HummcDRYs,Decline Push Up,10,0.0,fake_id_335
2021-02-02,p1haEYqt3l,AF7Qq7XK2r,3WxFl2dnIO,Air Squats,100,0.0,fake_id_337
2021-07-22,R2ludQ2EfZ,UQBXLgsfXN,COcFjfs0XV,Dumbbell Shrug,10,20.0,fake_id_337
2021-05-10,WLax3epcTj,dFycDkJyHe,vgaFACNyGx,Dumbbell Shoulder Raise,8,13.607787283069193,fake_id_342
2021-10-28,T3565d5CH5,djuvlRHUvb,MqYrlgwsBx,Dumbbell Rear Delt Raise,15,5.669911367945497,fake_id_341
2021-03-19,e23sW2uGAR,jgnSb5e39S,xMBw6FCFS3,Australian Chin Up,19,0.0,fake_id_351
2021-03-23,XNF0Q2m3No,UThEK7cf4f,ikoPelUsEY,Machine Fly,15,58.96707822663317,fake_id_369
2021-07-07,uknMKlKdp9,DdtF1OFcuQ,lljyaanQix,Tricep Push Up,10,0.0,fake_id_334
2021-09-17,vSkzVpuJ4Q,tTFy5YOe7N,ohYf1xVksG,Single Arm Overhead Press,14,13.607787283069193,fake_id_334
2021-06-11,w4J4ZipoHL,BTmBzxhAmZ,pXfe27F9dJ,Dumbbell Pullover,10,4.0,fake_id_337
2021-08-04,YTgUrOMXM5,otjt26R0oL,l7jQUseFNm,Barbell Shoulder Press,7,38.55539730202938,fake_id_331
2021-06-21,GktO5GDAww,ACSgVaipTW,OrVxuhWsNG,Dumbbell Squeeze Press,10,9.071858188712795,fake_id_370
2021-02-25,2GODwT9sIE,BTmBzxhAmZ,O7BCYeG3RS,Dumbbell Pullover,10,6.8038936415345965,fake_id_359
2021-09-08,ZTNurAREda,zJlvUiMLou,1nx10V1zDn,Barbell Incline Bench Press,12,52.16318458509857,fake_id_369
2021-05-12,DqUuMGLsJO,RqCbxJr56l,2LmM53CyAt,Tricep Press,8,19.27769865101469,fake_id_369
2021-07-31,lvmZ1MZUOF,58REE5sJU1,EosXlzk2nV,Russian Twist,10,11.339822735890994,fake_id_352
2021-02-01,QMRPu6P3XW,JZcl0pTDEj,XooE8m42DA,TRX Glute Bridge,12,0.0,fake_id_382
2021-07-06,lk6F4Lvc6b,BTmBzxhAmZ,YB9JX23sCZ,Dumbbell Pullover,10,4.0,fake_id_337
2021-10-04,2irBW1xE5R,UThEK7cf4f,00RbzXtFwe,Machine Fly,8,40.82336184920758,fake_id_376
2021-05-20,TR4TbVk3Ma,y2Gg0PEzd8,TF06UH6o4a,Preacher Curl,10,22.67964547178199,fake_id_335
2021-07-16,POW9cB3O10,xPS7RzoOGm,ca2mT8Pi14,Bent Over Barbell Row,5,88.45061733994974,fake_id_342
2021-01-20,KadBAPRgxn,oCzmU1KcYe,5HMzNaHnW7,Cable Shoulder Internal Rotation,10,4.535929094356398,fake_id_334
2021-06-28,TspkKXjxiq,UQBXLgsfXN,0s4jp5WGT7,Dumbbell Shrug,10,4.0,fake_id_337
2021-05-02,BBrnCowQ5d,N6zu9IJNBz,WuKK6BLAr9,Leg Raise,10,0.0,fake_id_357
2021-02-24,illzZa21ua,UQBXLgsfXN,UvgP4CTaXy,Dumbbell Shrug,10,4.0,fake_id_337
2021-01-26,wfzKmgdZFM,BN1DjSE1Zi,MLsbicqKjc,Romanian Deadlift,12,29.483539113316585,fake_id_382
2021-09-25,OjILqV8M6H,erjFOF21dc,R2zhYBCP9o,Reverse Barbell Curl,8,27.215574566138386,fake_id_343
2021-11-04,SmFjOwu7FM,243X43p1XP,qddAc2EQVT,Seated Leg Curl,12,25.0,fake_id_392
2021-06-01,DbHbgdpoHc,06kzIMnTzR,ljPkAA87wD,Oblique Crunch,10,0.0,fake_id_340
2021-06-22,CcUrFqccKX,N6zu9IJNBz,hIFHJh1qEV,Leg Raise,12,0.0,fake_id_375
2021-11-11,0LAM4JVicT,qfkBJ4A5eQ,GPlOsydAQL,Dead Bug,8,0.0,fake_id_366
